bpm;exercise;ex_note_numb;start-stop;note_numb;note_name;onbeat;t_dt_note_on_ref;t_dt_note_off_ref;note_lng_ref;IOI_ref;prec_rest_ref;string;fret;finger;position;PC;SC;HS;hammer-on;pull-off;bending;dt_note_on;t_dt_note_on;dt_note_off;t_dt_note_off;note_lng;IOI;prec_rest;fllw_rest;velocity
120;1;101;continue;71;B4;1;27840;28080;240;240;0;2;12;4;9;0;1;0;0;0;0;7;27873;213;28086;213;268;7;7;84
120;1;102;continue;70;As4;0;28080;28320;240;240;0;2;11;3;9;0;0;0;0;0;0;7;28093;238;28331;238;220;7;7;77
120;1;103;continue;69;A4;0;28320;28560;240;240;0;2;10;2;9;0;0;0;0;0;0;7;28338;196;28534;196;245;7;7;54
120;1;104;continue;68;Gs4;0;28560;28800;240;240;0;2;9;1;9;0;0;0;0;0;0;7;28541;272;28813;272;203;7;7;73
120;1;105;continue;67;G4;1;28800;29040;240;240;0;3;12;4;9;0;1;0;0;0;0;7;28820;210;29030;210;279;7;7;67
120;1;106;continue;66;Fs4;0;29040;29280;240;240;0;3;11;3;9;0;0;0;0;0;0;7;29037;262;29299;262;217;7;7;64
120;1;107;continue;65;F4;0;29280;29520;240;240;0;3;10;2;9;0;0;0;0;0;0;7;29306;209;29515;209;269;7;7;63
120;1;108;continue;64;E4;0;29520;29760;240;240;0;3;9;1;9;0;0;0;0;0;0;7;29522;272;29794;272;216;7;7;72
120;1;109;continue;62;D4;1;29760;30000;240;240;0;4;12;4;9;0;1;0;0;0;0;7;29801;214;30015;214;279;7;12;75
120;1;110;continue;61;Cs4;0;30000;30240;240;240;0;4;11;3;9;0;0;0;0;0;0;12;30027;237;30264;237;226;12;7;68
120;1;111;continue;60;C4;0;30240;30480;240;240;0;4;10;2;9;0;0;0;0;0;0;7;30271;206;30477;206;244;7;6;73
120;1;112;continue;59;B3;0;30480;30720;240;240;0;4;9;1;9;0;0;0;0;0;0;6;30483;265;30748;265;212;6;7;78
120;1;113;continue;57;A3;1;30720;30960;240;240;0;5;12;4;9;0;1;0;0;0;0;7;30755;233;30988;233;272;7;6;79
120;1;114;continue;56;Gs3;0;30960;31200;240;240;0;5;11;3;9;0;0;0;0;0;0;6;30994;236;31230;236;239;6;7;64
120;1;115;continue;55;G3;0;31200;31440;240;240;0;5;10;2;9;0;0;0;0;0;0;7;31237;202;31439;202;243;7;7;59
120;1;116;continue;54;Fs3;0;31440;31680;240;240;0;5;9;1;9;0;0;0;0;0;0;7;31446;278;31724;278;209;7;7;87
120;1;117;continue;52;E3;1;31680;31920;240;240;0;6;12;4;9;0;1;0;0;0;0;7;31731;218;31949;218;285;7;6;84
120;1;118;continue;51;Ds3;0;31920;32160;240;240;0;6;11;3;9;0;0;0;0;0;0;6;31955;246;32201;246;224;6;2;74
120;1;119;continue;50;D3;0;32160;32400;240;240;0;6;10;2;9;0;0;0;0;0;0;2;32203;185;32388;185;248;2;44;74
120;1;120;continue;49;Cs3;0;32400;32640;240;240;0;6;9;1;9;0;0;0;0;0;0;44;32432;266;32698;266;229;44;2;85
120;1;121;continue;48;C3;1;32640;32880;240;240;0;6;8;4;5;-4;0;0;0;0;0;2;32700;256;32956;256;268;2;7;79
120;1;122;continue;47;B2;0;32880;33120;240;240;0;6;7;3;5;0;0;0;0;0;0;7;32963;232;33195;232;263;7;6;82
120;1;123;continue;46;As2;0;33120;33360;240;240;0;6;6;2;5;0;0;0;0;0;0;6;33201;228;33429;228;238;6;20;63
120;1;124;continue;45;A2;0;33360;33600;240;240;0;6;5;1;5;0;0;0;0;0;0;20;33449;204;33653;204;248;20;6;71
120;1;125;continue;53;F3;1;33600;33840;240;240;0;5;8;4;5;0;-1;0;0;0;0;6;33659;243;33902;243;210;6;6;82
120;1;126;continue;52;E3;0;33840;34080;240;240;0;5;7;3;5;0;0;0;0;0;0;6;33908;231;34139;231;249;6;15;82
120;1;127;continue;51;Ds3;0;34080;34320;240;240;0;5;6;2;5;0;0;0;0;0;0;15;34154;196;34350;196;246;15;7;60
120;1;128;continue;50;D3;0;34320;34560;240;240;0;5;5;1;5;0;0;0;0;0;0;7;34357;243;34600;243;203;7;7;78
120;1;129;continue;58;As3;1;34560;34800;240;240;0;4;8;4;5;0;-1;0;0;0;0;7;34607;242;34849;242;250;7;7;84
120;1;130;continue;57;A3;0;34800;35040;240;240;0;4;7;3;5;0;0;0;0;0;0;7;34856;246;35102;246;249;7;7;78
120;1;131;continue;56;Gs3;0;35040;35280;240;240;0;4;6;2;5;0;0;0;0;0;0;7;35109;212;35321;212;253;7;7;59
120;1;132;continue;55;G3;0;35280;35520;240;240;0;4;5;1;5;0;0;0;0;0;0;7;35328;224;35552;224;219;7;7;61
120;1;133;continue;63;Ds4;1;35520;35760;240;240;0;3;8;4;5;0;-1;0;0;0;0;7;35559;244;35803;244;231;7;7;96
120;1;134;continue;62;D4;0;35760;36000;240;240;0;3;7;3;5;0;0;0;0;0;0;7;35810;233;36043;233;251;7;7;69
120;1;135;continue;61;Cs4;0;36000;36240;240;240;0;3;6;2;5;0;0;0;0;0;0;7;36050;223;36273;223;240;7;6;68
120;1;136;continue;60;C4;0;36240;36480;240;240;0;3;5;1;5;0;0;0;0;0;0;6;36279;203;36482;203;229;6;6;73
120;1;137;continue;67;G4;1;36480;36720;240;240;0;2;8;4;5;0;-1;0;0;0;0;6;36488;272;36760;272;209;6;7;97
120;1;138;continue;66;Fs4;0;36720;36960;240;240;0;2;7;3;5;0;0;0;0;0;0;7;36767;241;37008;241;279;7;7;84
120;1;139;continue;65;F4;0;36960;37200;240;240;0;2;6;2;5;0;0;0;0;0;0;7;37015;215;37230;215;248;7;7;62
120;1;140;continue;64;E4;0;37200;37440;240;240;0;2;5;1;5;0;0;0;0;0;0;7;37237;223;37460;223;222;7;7;74
120;1;141;continue;72;C5;1;37440;37680;240;240;0;1;8;4;5;0;-1;0;0;0;0;7;37467;240;37707;240;230;7;7;86
120;1;142;continue;71;B4;0;37680;37920;240;240;0;1;7;3;5;0;0;0;0;0;0;7;37714;257;37971;257;247;7;7;73
120;1;143;continue;70;As4;0;37920;38160;240;240;0;1;6;2;5;0;0;0;0;0;0;7;37978;98;38076;98;264;7;133;46
120;1;144;continue;69;A4;0;38160;38400;240;240;0;1;5;1;5;0;0;0;0;0;0;133;38209;156;38365;156;231;133;124;44
120;1;145;continue;68;Gs4;1;38400;38640;240;240;0;1;4;4;1;-4;0;0;0;0;0;124;38489;237;38726;237;280;124;7;96
120;1;146;continue;67;G4;0;38640;38880;240;240;0;1;3;3;1;0;0;0;0;0;0;7;38733;262;38995;262;244;7;7;88
120;1;147;continue;66;Fs4;0;38880;39120;240;240;0;1;2;2;1;0;0;0;0;0;0;7;39002;196;39198;196;269;7;7;40
120;1;148;continue;65;F4;0;39120;39360;240;240;0;1;1;1;1;0;0;0;0;0;0;7;39205;259;39464;259;203;7;6;60
120;1;149;continue;63;Ds4;1;39360;39600;240;240;0;2;4;4;1;0;1;0;0;0;0;6;39470;241;39711;241;265;6;7;89
120;1;150;continue;62;D4;0;39600;39840;240;240;0;2;3;3;1;0;0;0;0;0;0;7;39718;215;39933;215;248;7;7;56
120;1;151;continue;61;Cs4;0;39840;40080;240;240;0;2;2;2;1;0;0;0;0;0;0;7;39940;206;40146;206;222;7;7;54
120;1;152;continue;60;C4;0;40080;40320;240;240;0;2;1;1;1;0;0;0;0;0;0;7;40153;254;40407;254;213;7;7;78
120;1;153;continue;59;B3;1;40320;40560;240;240;0;3;4;4;1;0;1;0;0;0;0;7;40414;227;40641;227;261;7;6;89
120;1;154;continue;58;As3;0;40560;40800;240;240;0;3;3;3;1;0;0;0;0;0;0;6;40647;255;40902;255;233;6;2;62
120;1;155;continue;57;A3;0;40800;41040;240;240;0;3;2;2;1;0;0;0;0;0;0;2;40904;122;41026;122;257;2;84;62
120;1;156;continue;56;Gs3;0;41040;41280;240;240;0;3;1;1;1;0;0;0;0;0;0;84;41110;250;41360;250;206;84;2;87
120;1;157;continue;54;Fs3;1;41280;41520;240;240;0;4;4;4;1;0;1;0;0;0;0;2;41362;252;41614;252;252;2;6;71
120;1;158;continue;53;F3;0;41520;41760;240;240;0;4;3;3;1;0;0;0;0;0;0;6;41620;240;41860;240;258;6;2;74
120;1;159;continue;52;E3;0;41760;42000;240;240;0;4;2;2;1;0;0;0;0;0;0;2;41862;220;42082;220;242;2;7;74
120;1;160;continue;51;Ds3;0;42000;42240;240;240;0;4;1;1;1;0;0;0;0;0;0;7;42089;260;42349;260;227;7;7;89
120;1;161;continue;49;Cs3;1;42240;42480;240;240;0;5;4;4;1;0;1;0;0;0;0;7;42356;232;42588;232;267;7;7;79
120;1;162;continue;48;C3;0;42480;42720;240;240;0;5;3;3;1;0;0;0;0;0;0;7;42595;236;42831;236;239;7;6;90
120;1;163;continue;47;B2;0;42720;42960;240;240;0;5;2;2;1;0;0;0;0;0;0;6;42837;172;43009;172;242;6;7;72
120;1;164;continue;46;As2;0;42960;43200;240;240;0;5;1;1;1;0;0;0;0;0;0;7;43016;256;43272;256;179;7;2;90
120;1;165;continue;44;Gs2;1;43200;43440;240;240;0;6;4;4;1;0;1;0;0;0;0;2;43274;240;43514;240;258;2;11;69
120;1;166;continue;43;G2;0;43440;43680;240;240;0;6;3;3;1;0;0;0;0;0;0;11;43525;248;43773;248;251;11;7;79
120;1;167;continue;42;Fs2;0;43680;43920;240;240;0;6;2;2;1;0;0;0;0;0;0;7;43780;226;44006;226;255;7;2;72
120;1;168;continue;41;F2;0;43920;44160;240;240;0;6;1;1;1;0;0;0;0;0;0;2;44008;251;44259;251;228;2;7;86
120;1;169;continue;48;C3;1;44160;44400;240;240;0;6;8;4;5;4;0;0;0;0;0;7;44266;238;44504;238;258;7;7;74
120;1;170;continue;47;B2;0;44400;44640;240;240;0;6;7;3;5;0;0;0;0;0;0;7;44511;223;44734;223;245;7;2;77
120;1;171;continue;46;As2;0;44640;44880;240;240;0;6;6;2;5;0;0;0;0;0;0;2;44736;233;44969;233;225;2;7;77
120;1;172;continue;45;A2;0;44880;45120;240;240;0;6;5;1;5;0;0;0;0;0;0;7;44976;208;45184;208;240;7;7;61
120;1;173;continue;53;F3;1;45120;45360;240;240;0;5;8;4;5;0;-1;0;0;0;0;7;45191;243;45434;243;215;7;7;69
120;1;174;continue;52;E3;0;45360;45600;240;240;0;5;7;3;5;0;0;0;0;0;0;7;45441;230;45671;230;250;7;7;82
120;1;175;continue;51;Ds3;0;45600;45840;240;240;0;5;6;2;5;0;0;0;0;0;0;7;45678;91;45769;91;237;7;88;56
120;1;176;continue;50;D3;0;45840;46080;240;240;0;5;5;1;5;0;0;0;0;0;0;88;45857;247;46104;247;179;88;7;81
120;1;177;continue;58;As3;1;46080;46320;240;240;0;4;8;4;5;0;-1;0;0;0;0;7;46111;209;46320;209;254;7;7;86
120;1;178;continue;57;A3;0;46320;46560;240;240;0;4;7;3;5;0;0;0;0;0;0;7;46327;246;46573;246;216;7;7;82
120;1;179;continue;56;Gs3;0;46560;46800;240;240;0;4;6;2;5;0;0;0;0;0;0;7;46580;215;46795;215;253;7;7;55
120;1;180;continue;55;G3;0;46800;47040;240;240;0;4;5;1;5;0;0;0;0;0;0;7;46802;262;47064;262;222;7;7;73
120;1;181;continue;63;Ds4;1;47040;47280;240;240;0;3;8;4;5;0;-1;0;0;0;0;7;47071;223;47294;223;269;7;6;92
120;1;182;continue;62;D4;0;47280;47520;240;240;0;3;7;3;5;0;0;0;0;0;0;6;47300;244;47544;244;229;6;6;80
120;1;183;continue;61;Cs4;0;47520;47760;240;240;0;3;6;2;5;0;0;0;0;0;0;6;47550;195;47745;195;250;6;7;75
120;1;184;continue;60;C4;0;47760;48000;240;240;0;3;5;1;5;0;0;0;0;0;0;7;47752;228;47980;228;202;7;7;87
120;1;185;continue;67;G4;1;48000;48240;240;240;0;2;8;4;5;0;-1;0;0;0;0;7;47987;219;48206;219;235;7;7;111
120;1;186;continue;66;Fs4;0;48240;48480;240;240;0;2;7;3;5;0;0;0;0;0;0;7;48213;243;48456;243;226;7;7;70
120;1;187;continue;65;F4;0;48480;48720;240;240;0;2;6;2;5;0;0;0;0;0;0;7;48463;181;48644;181;250;7;6;45
120;1;188;continue;64;E4;0;48720;48960;240;240;0;2;5;1;5;0;0;0;0;0;0;6;48650;260;48910;260;187;6;7;90
120;1;189;continue;72;C5;1;48960;49200;240;240;0;1;8;4;5;0;-1;0;0;0;0;7;48917;233;49150;233;267;7;7;100
120;1;190;continue;71;B4;0;49200;49440;240;240;0;1;7;3;5;0;0;0;0;0;0;7;49157;236;49393;236;240;7;7;57
120;1;191;continue;70;As4;0;49440;49680;240;240;0;1;6;2;5;0;0;0;0;0;0;7;49400;92;49492;92;243;7;124;39
120;1;192;stop;69;A4;0;49680;49920;240;240;0;1;5;1;5;0;0;0;0;0;0;124;49616;195;49811;195;216;124;3883;74
120;2;1;start;76;E5;1;53760;54000;240;4080;3840;1;12;4;9;0;0;0;0;0;0;3883;53694;246;53940;246;4078;3883;7;89
120;2;2;continue;75;Ds5;0;54000;54240;240;240;0;1;11;3;9;0;0;0;0;0;0;7;53947;260;54207;260;253;7;7;75
120;2;3;continue;74;D5;0;54240;54480;240;240;0;1;10;2;9;0;0;0;0;0;0;7;54214;107;54321;107;267;7;125;37
120;2;4;continue;73;Cs5;0;54480;54720;240;240;0;1;9;1;9;0;0;0;0;0;0;125;54446;278;54724;278;232;125;2;66
120;2;5;continue;66;Fs4;1;54720;54960;240;240;0;3;11;3;9;0;2;0;0;0;0;2;54726;247;54973;247;280;2;7;77
120;2;6;continue;65;F4;0;54960;55200;240;240;0;3;10;2;9;0;0;0;0;0;0;7;54980;249;55229;249;254;7;6;78
